,gaspricel1,difficulty,gaslimit,rate,confirmtime,transaction_count,size,reward,gasprice
1665,1.3,2.76E+15,60000,115.89,6,37,8935,3.03,3
1666,3,2.76E+15,21000,116.34,9,7,20131,3.05,1.3
1667,1.3,2.77E+15,50000,95.24,9,68,16967,3.03,1.14
1668,1.14,2.77E+15,50000,95.24,3,16,6858,3.02,1
1669,1,2.77E+15,100000,103.51,7,54,15382,3.04,3
1670,3,2.77E+15,304112,115.21,5,58,14544,3.02,1
1671,1,2.77E+15,2112112,116.78,4137,30,5383,3.02,1
1672,1,2.78E+15,350000,119.09,4,8,5142,3.02,1.14
1673,1.14,2.78E+15,50000,116.24,6,40,7601,3.01,1
1674,1,2.78E+15,250000,97.26,54,27,6630,3.01,1
1675,1,2.78E+15,200000,105.79,18,30,16355,3.03,1.05
1676,1.05,2.78E+15,50000,115.74,17,37,13627,3.04,1.2
1677,1.2,2.78E+15,500000,118.63,28,2,9126,3.03,1.14
1678,1.14,2.79E+15,60000,116.23,19882,6,12370,3.02,1
1679,1,2.78E+15,200000,119.05,4,40,13683,3.04,2.14
1680,2.14,2.78E+15,7600027,94.03,128,2,10855,3.03,2
1681,2,2.78E+15,50000,116.25,24,20,7982,3.02,1.14
1682,1.14,2.78E+15,80000,116.26,6,35,14132,3.03,1.05
1683,1.05,2.78E+15,37393,117.41,14,20,9579,3.04,3.3
1684,3.3,2.78E+15,250000,109.9,19,1,19090,3.08,2
1685,2,2.78E+15,90000,125.02,24,26,4634,3.01,4
1686,4,2.78E+15,1102693,111.37,19,23,6494,3.01,1.2
1687,1.2,2.78E+15,90000,111.86,15,84,21588,3.07,1.1
1688,1.1,2.78E+15,350317,143.17,52,7,7786,3.02,1.05
1689,1.05,2.78E+15,1366855,105.43,46,1,7005,3.02,1.2
1690,1.2,2.78E+15,2250000,115.63,1161,56,21099,3.05,1
1691,1,2.78E+15,2250000,115.63,1185,4,2261,3.01,1
1692,1,2.78E+15,50000,116.33,54,116,22008,3.01,1
1693,1,2.78E+15,21040,116.33,13,23,19737,3.05,2
1694,2,2.78E+15,5310000,117.25,46,4,7033,3.02,1.14
1695,1.14,2.78E+15,119827,125.18,15,71,14634,3.03,1.1
1696,1.1,2.78E+15,100000,86.71,10,50,29559,3.08,2
1697,2,2.78E+15,250000,112.56,15,9,7767,3.03,1.31
1698,1.31,2.78E+15,50000,95.24,38,24,12485,3.02,1.2
1699,1.2,2.78E+15,21000,114.57,92,4,13695,3.13,1
1700,1,2.78E+15,71932,115.52,27586,2,10354,3.03,1
1701,1,2.78E+15,1600000,109.89,27,19,6400,3.04,10
1702,10,2.78E+15,25200,146.52,27,62,23322,3.14,1
1703,1,2.78E+15,50000,115.81,169,59,16340,3.01,1
1704,1,2.78E+15,1140000,101.43,1,73,16754,3.17,2
1705,2,2.78E+15,120000,116.25,31,21,4361,3.01,1
1706,1,2.78E+15,60000,115.89,1,12,4901,3.02,1.1
1707,1.1,2.78E+15,211396,114.02,12,48,12508,3.03,1.05
1708,1.05,2.78E+15,500000,118.45,7,43,12197,3.03,3
1709,3,2.78E+15,129082,117.95,3,74,22677,3.06,1.2
1710,1.2,2.78E+15,348448,114.79,1,31,7366,3.01,1
1711,1,2.78E+15,21000,95.24,17,107,20193,3.06,1
1712,1,2.78E+15,56410,132.95,9,29,24323,3.05,1.1
1713,1.1,2.78E+15,1000000,117.1,31,60,14693,3.1,7
1714,7,2.78E+15,360000,111.82,12,54,14053,3.07,4
1715,4,2.77E+15,21000,102.04,19,34,5397,3.03,10
1716,10,2.77E+15,50000,116.24,780,34,10073,3.02,1
1717,1,2.77E+15,110000,119.2,49,82,20791,3.04,2
1718,2,2.78E+15,72471,115.87,82,53,10895,3.11,1.135
1719,1.135,2.78E+15,21000,117.94,3,26,6342,3.07,1
1720,1,2.78E+15,400000,114.91,20,90,18111,3.07,2
1721,2,2.78E+15,200000,127.25,2,16,3764,3.01,1.05
1722,1.05,2.78E+15,21000,115.82,5,23,5598,3.02,1
1723,1,2.77E+15,21000,105.82,45,144,29562,3.21,2.5
1724,2.5,2.77E+15,53850,115.52,1,67,14365,3.01,1
1725,1,2.77E+15,158133,86.23,4,43,9952,3.04,1.1
1726,1.1,2.77E+15,194868,125.88,49,21,11460,3.03,1.05
1727,1.05,2.78E+15,21000,95.24,1,17,4312,3.02,1.2
1728,1.2,2.78E+15,360000,113.08,1,10,3994,3.01,2
1729,2,2.78E+15,47529,115.52,5,8,2383,3.01,1.05
1730,1.05,2.78E+15,369571,128.6,203,6,2748,3.01,1.1
1731,1.1,2.78E+15,25200,114.5,1,53,9683,3.04,5
1732,5,2.78E+15,21000,129.87,1,65,11905,3.02,1
1733,1,2.78E+15,471305,118.68,22,13,3597,3.02,1.2
1734,1.2,2.78E+15,420000,122.45,4,26,4633,3.04,20.521
1735,20.521,2.78E+15,340000,83.12,17,114,20070,3.04,1.1
1736,1.1,2.78E+15,52332,115.83,6,27,12367,3.02,1.1
1737,1.1,2.78E+15,60000,108.95,40,24,8924,3.02,1.1
1738,1.1,2.78E+15,105000,113.47,6,33,10238,3.02,1.1
1739,1.1,2.78E+15,200000,105.79,13,178,29393,3.04,1
1740,1,2.78E+15,90000,112.11,1,14,3460,3.02,1.1
1741,1.1,2.78E+15,48276,109.12,1,62,12559,3.04,1
1742,1,2.78E+15,21000,136.05,10,36,6104,3.02,4.4
1743,4.4,2.78E+15,21000,109.89,6,62,10501,3.03,1.1
1744,1.1,2.78E+15,133000,143.46,95,31,7896,3.02,1.05
1745,1.05,2.78E+15,104654,114.66,60,34,6078,3.04,20
1746,20,2.77E+15,50000,126.54,74,176,29717,3.07,1.1
1747,1.1,2.77E+15,21000,136.05,2,85,15685,3.05,5.1
1748,5.1,2.77E+15,21000,136.05,1,24,11436,3.12,2
1749,2,2.78E+15,987802,113.67,104,36,8934,3.02,1.1
1750,1.1,2.77E+15,50000,95.24,21,203,31796,3.21,1.1
1751,1.1,2.77E+15,179572,128.63,16,60,11359,3.03,1.1
1752,1.1,2.77E+15,21000,115.5,73,15,13710,3.03,1.1
1753,1.1,2.77E+15,48665,116.3,12,75,16659,3.05,1.1
1754,1.1,2.77E+15,50000,116.25,7,53,11844,3.04,1.1
1755,1.1,2.78E+15,660000,114.92,4,22,5646,3.02,1.1
1756,1.1,2.77E+15,150000,119.7,22,179,33435,3.15,1.65
1757,1.65,2.77E+15,21000,111.11,7,69,10649,3.04,2
1758,2,2.77E+15,90000,116.33,1,151,24719,3.06,1
1759,1,2.77E+15,7200000,116.07,140,11,8697,3.02,1.1
1760,1.1,2.77E+15,42000,116.32,81,35,6734,3.02,1.1
1761,1.1,2.77E+15,760000,112.67,11,28,5239,3.01,4
1762,4,2.78E+15,222436,122.61,235,32,4910,3.01,1.1
1763,1.1,2.77E+15,21000,136.05,6,53,12130,3.03,1.1
1764,1.1,2.78E+15,21000,136.05,13,15,5369,3.01,1
1765,1,2.78E+15,250000,115.86,162,50,9708,3.05,1.1
1766,1.1,2.77E+15,21000,118.31,42,109,20544,3.14,1.1
1767,1.1,2.78E+15,65000,99.98,4,36,6596,3.01,1.1
1768,1.1,2.78E+15,300000,115.89,90,27,5177,3.02,1.1
1769,1.1,2.78E+15,21000,118.31,17,100,18630,3.04,1.1
1770,1.1,2.77E+15,21000,95.24,69,175,30683,3.07,1.1
1771,1.1,2.76E+15,21000,136.05,11,6,4442,3.01,7
1772,7,2.77E+15,119977,113.66,82,15,12395,3.02,1
1773,1,2.77E+15,382450,106.97,245,4,4123,3.02,1.1
1774,1.1,2.77E+15,50000,116.24,62,85,27688,3.03,1
1775,1,2.77E+15,21000,136.05,1,21,5166,3.01,2
1776,2,2.77E+15,1634409,117.75,315,26,5921,3.01,1.1
1777,1.1,2.78E+15,1140000,101.43,1,104,23191,3.06,2
1778,2,2.77E+15,421780,106.36,108,19,5855,3.01,1.1
1779,1.1,2.77E+15,1000000,116.34,228,24,5617,3.01,1.1
1780,1.1,2.77E+15,120000,123.93,10,104,21317,3.06,1.003
1781,1.003,2.77E+15,104418,105.01,1,79,15760,3.14,3
1782,3,2.77E+15,90000,125.02,3,118,23426,3.06,1.05
1783,1.05,2.77E+15,21000,136.05,7,25,5096,3.01,1.1
1784,1.1,2.77E+15,400000,115.17,1,45,10310,3.03,1.1
1785,1.1,2.77E+15,200000,105.64,2,51,14848,3.04,2
1786,2,2.77E+15,21000,136.05,1,25,5956,3.01,1.1
1787,1.1,2.77E+15,21000,136.05,9,61,10329,3.03,1.1
1788,1.1,2.76E+15,50000,116.24,111,184,27949,3.03,1
1789,1,2.76E+15,104418,105.01,6,26,8285,3.03,1.1
1790,1.1,2.77E+15,50000,115.81,1079,22,4057,3.01,1
1791,1,2.77E+15,150000,121.71,2,59,15257,3.04,1
1792,1,2.77E+15,21000,136.05,6,68,12817,3.03,1
1793,1,2.77E+15,42000,116.24,2,24,6800,3.02,1.1
1794,1.1,2.77E+15,100000,85.41,1,104,19174,3.05,2
1795,2,2.77E+15,80000,116.4,37,38,6834,3.01,1.05
1796,1.05,2.76E+15,21000,136.05,1,111,22320,3.06,1.05
1797,1.05,2.76E+15,200000,78.69,10,6,2215,3.01,2
1798,2,2.76E+15,760000,112.71,1,39,11144,3.04,1.05
1799,1.05,2.77E+15,100000,115.83,12,68,31694,3.23,1.05
1800,1.05,2.77E+15,500000,121.42,7,57,10942,3.03,1.05
1801,1.05,2.76E+15,21000,136.05,36,169,37514,3.15,1
1802,1,2.76E+15,4000000,116.29,12,77,18167,3.04,1.1
1803,1.1,2.76E+15,100000,116.31,28,34,6189,3.02,1.1
1804,1.1,2.76E+15,21000,119.05,3,51,8845,3.03,5
1805,5,2.76E+15,21000,116.32,105,36,6968,3.01,1.1
1806,1.1,2.76E+15,200000,119.28,8,14,2373,3.01,20
1807,20,2.76E+15,200000,109.53,26,113,18769,3.03,1
1808,1,2.76E+15,5310000,115.96,6,11,3145,3.01,1.1
1809,1.1,2.76E+15,21000,116.22,13,78,14603,3.05,1.1
1810,1.1,2.76E+15,21000,109.89,19,52,11735,3.03,1.05
1811,1.05,2.76E+15,1000000,116.13,20,20,5058,3.02,1
1812,1,2.76E+15,635000,114,7,27,6162,3.03,5
1813,5,2.76E+15,80442,111.34,4,110,23562,3.13,5.1
1814,5.1,2.76E+15,42000,119.05,21,106,19887,3.09,1.1
1815,1.1,2.76E+15,150000,133.15,11,114,22695,3.07,1.1
1816,1.1,2.76E+15,166666,114.29,1,3,979,3,18.343
1817,18.343,2.76E+15,50000,116.34,22,54,9574,3.02,1.1
1818,1.1,2.76E+15,200000,105.79,10,34,7566,3.02,1
1819,1,2.76E+15,21000,119.05,1,15,4565,3.02,1.1
1820,1.1,2.76E+15,50000,115.76,33,109,15599,3.03,1
1821,1,2.76E+15,50000,115.76,16,32,5090,3.01,1
1822,1,2.77E+15,53000,118.46,12,51,9828,3.02,1.1
1823,1.1,2.77E+15,32945,113.83,7,48,13226,3.07,5
1824,5,2.77E+15,90000,116.28,26,30,7573,3.01,1.1
1825,1.1,2.76E+15,21000,119.05,4,109,20517,3.06,2
1826,2,2.76E+15,200000,105.71,18,50,9164,3.02,1.1
1827,1.1,2.75E+15,42000,119.05,69,224,31928,3.11,2
1828,2,2.76E+15,119977,125.02,5,47,10558,3.02,1.1
1829,1.1,2.76E+15,456305,123.06,17,87,15477,3.03,1.1
1830,1.1,2.76E+15,52260,100.64,7,23,6346,3.02,2
1831,2,2.76E+15,65000,99.86,21,66,11865,3.03,1.1
1832,1.1,2.75E+15,200000,95.24,7,21,7578,3.02,10
1833,10,2.75E+15,109000,123.93,9,159,26329,3.05,1
1834,1,2.75E+15,211396,114.02,4,39,8320,3.03,1.1
1835,1.1,2.75E+15,2000000,114.74,5,45,10761,3.04,1.2
1836,1.2,2.75E+15,28317,120.59,4,17,4189,3.01,1.1
1837,1.1,2.75E+15,80442,118.3,7,75,15742,3.06,3.812
1838,3.812,2.75E+15,200000,105.71,24,39,11670,3.02,1.1
1839,1.1,2.75E+15,74444,114.18,39,86,23824,3.09,1.3
1840,1.3,2.75E+15,2246613,115.73,51,30,11092,3.02,1.1
1841,1.1,2.75E+15,100000,136.12,28,109,27231,3.08,3
1842,3,2.75E+15,2551888,117.77,43,18,5698,3.01,2
1843,2,2.75E+15,21000,79.37,4,46,8230,3.02,1.1
1844,1.1,2.75E+15,76408,118.13,10,36,11985,3.03,2
1845,2,2.75E+15,80967,116.21,88,41,8061,3.01,1.1
1846,1.1,2.75E+15,65000,99.79,2,33,8326,3.11,1.1
1847,1.1,2.75E+15,341500,86.28,10,32,10395,3.03,1.1
1848,1.1,2.75E+15,250000,115.69,9,94,20426,3.06,2
1849,2,2.75E+15,1000000,121.98,24,55,9230,3.02,1
1850,1,2.75E+15,21000,113.38,2,32,10672,3.03,1.155
1851,1.155,2.75E+15,235315,129.67,1599,11,7124,3.01,1
1852,1,2.75E+15,236820,141.63,13252,7,13044,3.03,1
1853,1,2.75E+15,50000,116.1,82,73,13932,3.02,1
1854,1,2.75E+15,4000000,116.48,30,65,28255,3.09,1.3
1855,1.3,2.75E+15,55000,125.06,6,55,9900,3.04,3
1856,3,2.75E+15,4000000,116.48,27,3,5442,3.01,25
1857,25,2.75E+15,52826,116.25,55,47,9927,3.01,1.1
1858,1.1,2.74E+15,166666,114.29,16,97,16845,3.03,1.1
1859,1.1,2.75E+15,100000,116.33,72,12,3812,3.1,1.1
1860,1.1,2.75E+15,166666,114.29,3,28,7948,3.02,2
1861,2,2.75E+15,42000,116.35,18,32,8905,3.02,1.1
1862,1.1,2.75E+15,229695,138.72,2908,27,5676,3.02,1
1863,1,2.75E+15,39501,116.11,3,48,9716,3.03,1.051
1864,1.051,2.75E+15,250000,119.13,25,64,15366,3.06,1.1
1865,1.1,2.75E+15,50000,115.62,17,113,18385,3.04,1
1866,1,2.74E+15,158630,117.65,80,109,27432,3.1,2.27
1867,2.27,2.75E+15,90000,115.71,45,30,7258,3.01,1
1868,1,2.74E+15,90000,119.05,1,71,16097,3.03,1.1
1869,1.1,2.73E+15,36000,120.13,10,61,11803,3.05,3.3
1870,3.3,2.74E+15,23500,115.66,77,71,16151,3.02,1
1871,1,2.74E+15,21000,119.05,5,42,9029,3.12,1.1
1872,1.1,2.73E+15,200000,110.2,11,125,21601,3.08,3
1873,3,2.73E+15,120000,115.81,38,65,12474,3.02,1.1
1874,1.1,2.74E+15,21000,109.89,3,172,27654,3.04,1
1875,1,2.74E+15,50000,95.24,22,69,16054,3.13,1.1
1876,1.1,2.73E+15,50000,95.24,16,119,20720,3.07,3
1877,3,2.74E+15,200000,105.71,22,90,18906,3.05,2
1878,2,2.74E+15,158000,115.65,73,63,12328,3.02,1.1
1879,1.1,2.74E+15,1900000,126.14,3,44,6795,3.02,5
1880,5,2.74E+15,99000,134.91,7,16,4615,3.01,1.1
1881,1.1,2.74E+15,60000,116.29,4,48,8278,3.03,1.1
1882,1.1,2.74E+15,250000,107.38,11,24,5914,3.02,1.051
1883,1.051,2.74E+15,50000,116.28,20,27,8934,3.02,1.1
1884,1.1,2.74E+15,211129,116.47,4,23,5235,3.02,2.1
1885,2.1,2.75E+15,60000,116.34,2293,84,15515,3.05,1
1886,1,2.74E+15,72471,116.12,2,24,5617,3.02,1.1
1887,1.1,2.75E+15,4000000,114.29,1,26,5983,3.03,2
1888,2,2.75E+15,935000,85.38,1,62,12596,3.09,1.051
1889,1.051,2.75E+15,4000000,114.29,16,2,821,3,25
1890,25,2.75E+15,22500,116.75,55,132,26888,3.07,1.1
1891,1.1,2.75E+15,78300,109.47,5,80,14671,3.03,1
1892,1,2.75E+15,70000,113.74,3,33,8960,3.02,1.1
1893,1.1,2.75E+15,50000,115.86,1,120,16312,3.02,1
1894,1,2.75E+15,500000,124.92,3113,15,4298,3.01,1
1895,1,2.75E+15,190232,116.95,9,26,5105,3.03,2
1896,2,2.75E+15,90000,125.02,16,30,7569,3.02,2
1897,2,2.75E+15,2000000,128.17,1,67,11691,3.02,1
1898,1,2.75E+15,211396,114.02,16,56,10064,3.03,1.051
1899,1.051,2.75E+15,53639,113.62,1,29,10019,3.22,1.1
1900,1.1,2.76E+15,150000,115.45,5,69,13641,3.04,1.051
1901,1.051,2.75E+15,21000,119.05,20,123,29340,3.1,2
1902,2,2.75E+15,100000,116.16,16,78,14130,3.03,1.051
1903,1.051,2.76E+15,4300000,119.36,3,7,2086,3.01,14
1904,14,2.76E+15,275754,115.4,11,13,4794,3.01,5.051
1905,5.051,2.76E+15,382477,106.94,32,33,7247,3.01,1.051
1906,1.051,2.76E+15,21000,129.87,6,120,20953,3.07,1.1
1907,1.1,2.76E+15,60000,116.25,62,33,6994,3.11,1.05
1908,1.05,2.76E+15,21000,146.51,4,97,14547,3.06,1.051
1909,1.051,2.76E+15,21000,119.05,3,111,24550,3.07,1
1910,1,2.76E+15,21000,129.87,1,16,2697,3.01,3.1
1911,3.1,2.76E+15,50000,95.24,2,6,1473,3,2.4
1912,2.4,2.76E+15,25200,100.25,4,88,13077,3.03,2
1913,2,2.76E+15,50000,116.31,17,26,4259,3.01,1.05
1914,1.05,2.76E+15,103704,115.71,9,57,13567,3.04,1
1915,1,2.77E+15,78424,116.35,1043,39,8313,3.02,1
1916,1,2.77E+15,21000,136.05,4,9,2777,3.01,1.1
1917,1.1,2.77E+15,1900000,126.18,8,31,7039,3.03,3
1918,3,2.77E+15,21000,136.05,1,31,8972,3.02,3
1919,3,2.77E+15,200000,104.53,1,11,2291,3.01,3.02
1920,3.02,2.78E+15,110635,99.52,22,101,19511,3.02,1.05
1921,1.05,2.77E+15,25200,146.51,13,99,23299,3.05,1
1922,1,2.77E+15,60000,106.46,24,109,23784,3.07,3
1923,3,2.77E+15,235315,106.98,64,69,22220,3.02,1
1924,1,2.77E+15,70000,111.63,13,99,25382,3.05,1.846
1925,1.846,2.77E+15,100000,116.4,11,77,18298,3.13,2
1926,2,2.77E+15,50000,115.9,261,117,18119,3.02,1
1927,1,2.78E+15,21000,116.31,2,39,7437,3.03,1.101
1928,1.101,2.78E+15,80442,118.3,2,29,8190,3.05,1
1929,1,2.78E+15,21000,116.33,11,25,8988,3.11,2
1930,2,2.78E+15,104944,114.35,9,8,1743,3.01,20
1931,20,2.78E+15,21000,146.52,20,82,20068,3.04,1
1932,1,2.78E+15,65000,116.28,55,143,25044,3.07,1.1
1933,1.1,2.77E+15,50000,116.1,55,166,29526,3.05,1
1934,1,2.77E+15,50000,126.54,41,139,27131,3.08,2
1935,2,2.77E+15,50000,115.48,2041,163,29162,3.04,1
1936,1,2.77E+15,660000,115.63,2,20,5609,3.01,2
1937,2,2.77E+15,166666,114.29,1,14,4809,3.02,1
1938,1,2.77E+15,235000,112.35,13,121,22308,3.07,1
1939,1,2.77E+15,159914,115.71,5,118,22407,3.06,2
1940,2,2.77E+15,74130,114.66,42,27,7670,3.03,1.1
1941,1.1,2.77E+15,100000,116.4,24,80,17647,3.04,1.05
1942,1.05,2.77E+15,360000,119.52,17,60,14344,3.04,1.1
1943,1.1,2.77E+15,21000,119.05,14,9,1907,3.01,20
1944,20,2.76E+15,74316,114.38,1,80,17340,3.03,1
1945,1,2.76E+15,335000,113.46,7,41,7909,3.02,1.05
1946,1.05,2.76E+15,38306,116.29,23,99,21721,3.1,2
1947,2,2.76E+15,21000,119.05,2,18,3464,3.02,1.051
1948,1.051,2.76E+15,75156,110.73,5,143,21209,3.03,1
1949,1,2.76E+15,200000,132.89,6,10,8476,3.12,4.1
1950,4.1,2.77E+15,50000,116.24,43668,50,6983,3.02,1
1951,1,2.76E+15,400000,113.95,53,136,29823,3.09,6.1
1952,6.1,2.76E+15,100000,115.78,81,103,21267,3.03,1.1
1953,1.1,2.76E+15,72172,97.48,9,92,14720,3.02,1.1
1954,1.1,2.76E+15,65000,105.73,5,43,9797,3.04,3
1955,3,2.76E+15,74973,97.48,3,51,10449,3.02,1.1
1956,1.1,2.75E+15,21000,136.05,5,151,35995,3.13,1
1957,1,2.75E+15,21000,113.38,2,96,19332,3.07,3
1958,3,2.74E+15,90000,125.02,109,146,28672,3.19,3
1959,3,2.74E+15,166666,114.29,1,88,16338,3.03,2
1960,2,2.75E+15,50000,115.81,101,152,25830,3.03,1
1961,1,2.75E+15,610000,111.29,9,123,24071,3.08,2
1962,2,2.75E+15,52226,115.13,5,36,9120,3.02,1.1
1963,1.1,2.74E+15,150000,114.29,20,139,25231,3.07,1.1
1964,1.1,2.75E+15,635000,99.85,3,30,9152,3.02,1.1
1965,1.1,2.75E+15,21000,116.23,393,44,7801,3.04,1.1
1966,1.1,2.75E+15,41906,118.12,4,4,22605,3.14,5
1967,5,2.74E+15,21000,116.41,474,4,22875,3.02,1.1
1968,1.1,2.75E+15,89973,116.11,504,12,9543,3.02,1.1
1969,1.1,2.75E+15,100000,116.25,535,28,9222,3.02,1.1
1970,1.1,2.75E+15,235603,129.5,514,9,7660,3.02,1.1
1971,1.1,2.75E+15,89973,116.32,542,21,14634,3.02,1.1
1972,1.1,2.75E+15,150000,116.38,277,18,9509,3.03,1.05
1973,1.05,2.75E+15,400000,120.57,9,23,7031,3.02,3
1974,3,2.75E+15,50000,116.24,7,59,12812,3.02,1
1975,1,2.75E+15,35000,129.54,1,44,9785,3.02,1
1976,1,2.75E+15,50000,115.76,48,116,19818,3.06,1
1977,1,2.75E+15,100000,115.79,9,32,8280,3.02,1.1
1978,1.1,2.75E+15,21000,79.37,1,21,4788,3.01,1.1
1979,1.1,2.75E+15,99000,116.56,9,60,20169,3.13,1.1
1980,1.1,2.75E+15,55000,87.27,6,87,14915,3.04,1.051
1981,1.051,2.75E+15,57000,117.79,3,120,26979,3.08,1.05
1982,1.05,2.75E+15,120000,115.65,23,33,11087,3.02,1.1
1983,1.1,2.75E+15,22000,116.4,5,4,986,3.01,45
1984,45,2.76E+15,21000,136.05,2,58,11239,3.03,2
1985,2,2.76E+15,90000,119.89,4,3,1148,3,29
1986,29,2.76E+15,55000,115.59,2,81,16356,3.03,1.1
1987,1.1,2.76E+15,110000,119.1,4,26,12118,3.04,1.3
1988,1.3,2.76E+15,6000000,115.19,165,8,5146,3.11,1.1
1989,1.1,2.77E+15,66149,116.23,2,29,11796,3.03,1.1
1990,1.1,2.77E+15,50000,95.24,25,23,17121,3.08,5
1991,5,2.76E+15,1260000,115.21,36,87,23335,3.05,2
1992,2,2.77E+15,120000,116.3,23,18,9768,3.02,1.32
1993,1.32,2.77E+15,21000,136.05,3,37,13791,3.04,1
1994,1,2.76E+15,200000,120.56,28,102,28206,3.09,1
1995,1,2.76E+15,100000,116.7,34,55,12240,3.02,1.4
1996,1.4,2.76E+15,996039,118.71,29,2,24892,3.06,2
1997,2,2.76E+15,6000000,115.51,234,9,21353,3.03,1.2
1998,1.2,2.76E+15,42000,115.88,2,74,26227,3.09,3
1999,3,2.75E+15,28346,113.8,14,83,19140,3.06,2
2000,2,2.76E+15,235000,112.07,1,30,9535,3.02,3
2001,3,2.76E+15,21000,136.05,2,14,2651,3.01,5
2002,5,2.76E+15,210000,115.17,15,95,23437,3.1,2
2003,2,2.76E+15,100000,115.5,108,26,8416,3.02,1.2
2004,1.2,2.76E+15,635000,99.85,14,51,13131,3.04,3
2005,3,2.76E+15,40000,114.29,1,28,6260,3.03,1.2
2006,1.2,2.76E+15,37169,115.3,21,82,20109,3.07,2
2007,2,2.76E+15,4000000,138,41,31,9330,3.03,1.265
2008,1.265,2.76E+15,279255,135.68,131,78,19482,3.07,1
2009,1,2.76E+15,90000,116.6,8,43,9561,3.03,2
2010,2,2.76E+15,50000,116.05,27,144,26864,3.03,1
2011,1,2.75E+15,150000,115.87,50,141,25929,3.11,4
2012,4,2.75E+15,90000,125.02,30,78,18738,3.05,2
2013,2,2.76E+15,21408,93.42,4,22,3684,3.01,3.4
2014,3.4,2.76E+15,100000,103.69,48,30,7995,3.02,1.2
2015,1.2,2.76E+15,610000,112.66,362,4,14159,3.05,1.2
2016,1.2,2.76E+15,21000,146.52,2,65,14364,3.05,1.2
2017,1.2,2.75E+15,400000,119.05,23,14,4609,3.05,20
2018,20,2.75E+15,159999,109.82,58,62,24991,3.07,4
2019,4,2.75E+15,50000,116.29,466,101,30501,3.07,1
2020,1,2.75E+15,150000,121.93,112,40,15814,3.03,2
2021,2,2.75E+15,1000000,115.8,2,53,21872,3.12,1
2022,1,2.76E+15,235507,106.88,3,23,7352,3.02,1.2
2023,1.2,2.76E+15,610000,112.66,530,8,2190,3.01,1.2
2024,1.2,2.76E+15,223812,129.75,332,9,16290,3.04,1
2025,1,2.76E+15,21000,146.52,1,48,28456,3.03,2
2026,2,2.76E+15,21000,116.33,3,44,15613,3.04,1.05
2027,1.05,2.75E+15,150000,114.29,23,154,33428,3.09,1.938
2028,1.938,2.75E+15,110000,117.52,47788,3,1344,3.01,29
2029,29,2.75E+15,1000000,120.53,53,16,11809,3.03,2
2030,2,2.76E+15,100000,116.34,50,32,12549,3.02,1
2031,1,2.76E+15,50000,116.38,151,70,15358,3.03,1
2032,1,2.76E+15,610000,112.66,726,3,11744,3.04,1.2
2033,1.2,2.76E+15,152465,114.7,1,3,14398,3.04,2
2034,2,2.76E+15,120000,116.23,19,78,16412,3.05,1.3
2035,1.3,2.76E+15,100000,146.52,31,86,22560,3.06,1.3
2036,1.3,2.75E+15,1000000,113.93,13,2,5973,3.02,1.3
2037,1.3,2.76E+15,6000000,109.38,109,1,5192,3.02,1.6
2038,1.6,2.76E+15,1000000,100.98,27,36,10773,3.01,1.3
2039,1.3,2.76E+15,21000,116.23,376,19,9043,3.01,1.2
2040,1.2,2.76E+15,50000,116.38,84,79,17776,3.03,1
2041,1,2.76E+15,100000,103.51,35,92,22594,3.17,1.4
2042,1.4,2.76E+15,90000,95.22,2,24,4526,3.01,5.2
2043,5.2,2.76E+15,50000,116.04,18,80,19137,3.06,1.3
2044,1.3,2.76E+15,65000,104.76,45,83,20469,3.07,2
2045,2,2.75E+15,21000,136.05,106,76,22096,3.09,3
2046,3,2.75E+15,120000,115.74,18,46,20930,3.04,2
2047,2,2.75E+15,38370,116.21,136,58,18570,3.05,2
2048,2,2.75E+15,293691,127.69,66,93,23408,3.04,1.3
2049,1.3,2.75E+15,235507,109.62,150,42,11040,3.04,1.2
2050,1.2,2.75E+15,166666,114.29,9,75,15694,3.06,1.2
2051,1.2,2.75E+15,300000,87.47,12,57,18590,3.06,2
2052,2,2.75E+15,21000,95.24,24,8,2089,3.01,10
2053,10,2.74E+15,21000,95.24,44,112,20440,3.16,5.3
2054,5.3,2.74E+15,343000,112.62,41,138,28971,3.17,1.68
2055,1.68,2.74E+15,60000,119.41,34,83,18782,3.07,2
2056,2,2.74E+15,500000,78.7,17,26,11179,3.02,2
2057,2,2.74E+15,50000,95.24,14,38,14692,3.04,2
2058,2,2.75E+15,50000,116.22,130,80,17354,3.01,1
2059,1,2.75E+15,610000,112.66,1469,3,3602,3.01,1.2
2060,1.2,2.75E+15,42000,119.05,7,82,23100,3.06,1.2
2061,1.2,2.74E+15,42000,119.05,25,95,26082,3.19,2
2062,2,2.74E+15,21000,136.05,6,45,21936,3.05,2
2063,2,2.74E+15,210000,123.65,13,49,28907,3.1,2
2064,2,2.74E+15,1000000,105.16,58,10,10820,3.03,2
2065,2,2.75E+15,235507,109.62,70,8,14401,3.02,1.3
2066,1.3,2.74E+15,90000,119.05,8,88,28262,3.06,1.263
2067,1.263,2.74E+15,50000,116,1554,39,7893,3.23,1
2068,1,2.74E+15,55000,112.5,1,109,27013,3.09,5.3
2069,5.3,2.74E+15,21000,107.14,3,3,1212,3.01,40
2070,40,2.74E+15,55000,103.04,6,65,22030,3.06,2
2071,2,2.74E+15,50000,116.12,43,105,25499,3.04,1
2072,1,2.74E+15,21000,102.04,9,83,20569,3.07,2
